,Time,Unix Time,Trans_Id,Name,Acc Num,Merchant Name,Merchant Acc Name,Amount,Category,Lat,Long,Is_Safe
51,2024-01-06 22:30:00,1641514200,TID123524,Bob,23456789012,PetParadise,PP_Account,230.70338168495826,kids_pets,36.7783,-119.4179,0
52,2024-01-07 08:45:00,1641546300,TID123544,Bob,23456789012,HomeHeaven,HH_Account,1.694136127776392,home,39.7392,-104.9903,0
53,2024-01-07 13:00:00,1641564000,TID123513,Bob,23456789012,FashionHub,FH_Account,188.2524278385304,shopping,37.7749,-122.4194,1
54,2024-01-07 16:15:00,1641574500,TID123496,Bob,23456789012,GasNGo,GNG_Account,47.774928811123445,gas_transport,34.0522,-118.2437,1
55,2024-01-07 19:30:00,1641585000,TID123462,Bob,23456789012,HealthBuddy,HB_Account,184.6531463985319,health_fitness,40.7128,-74.006,1
56,2024-01-07 22:45:00,1641595500,TID123509,Bob,23456789012,EateriesRUs,ER_Account,3.8285928279701196,food_dining,34.0522,-118.2437,1
57,2024-01-08 09:00:00,1641627600,TID123471,Bob,23456789012,SuperMart,SM_Account,17.04416226513498,grocery,37.7749,-122.4194,1
58,2024-01-08 13:15:00,1641645300,TID123517,Bob,23456789012,GroovyGadgets,GG_Account,170.17159522727138,misc,34.0522,-118.2437,0
59,2024-01-08 16:30:00,1641655800,TID123482,Bob,23456789012,TravelGalaxy,TG_Account,1082.613087097605,travel,40.7128,-74.006,1
60,2024-01-08 19:45:00,1641666300,TID123552,Bob,23456789012,PetParadise,PP_Account,448.29460120812143,kids_pets,37.7749,-122.4194,0
61,2024-01-08 23:00:00,1641676800,TID123518,Bob,23456789012,HomeGoods,HG_Account,2.9729723757838116,home,34.0522,-118.2437,0
62,2024-01-09 08:15:00,1641708900,TID123504,Bob,23456789012,EateriesRUs,ER_Account,4.917367768938434,food_dining,37.7749,-122.4194,1
63,2024-01-09 12:30:00,1641726600,TID123490,Bob,23456789012,SuperMart,SM_Account,22.236480229983208,grocery,34.0522,-118.2437,1
64,2024-01-09 15:45:00,1641737100,TID123457,Bob,23456789012,GasNGo,GNG_Account,46.77932018744908,gas_transport,36.7783,-119.4179,1
65,2024-01-09 19:00:00,1641747600,TID123497,Bob,23456789012,FashionHub,FH_Account,103.5698211863123,shopping,32.7157,-117.1611,1
66,2024-01-09 22:15:00,1641758100,TID123529,Bob,23456789012,HealthBuddy,HB_Account,666.7548900125078,health_fitness,34.0522,-118.2437,1
67,2024-01-10 08:30:00,1641790200,TID123492,Bob,23456789012,TravelGalaxy,TG_Account,2666.679505088993,travel,37.7749,-122.4194,1
68,2024-01-10 12:45:00,1641807900,TID123514,Bob,23456789012,PetParadise,PP_Account,332.2644088490555,kids_pets,34.0522,-118.2437,0
69,2024-01-10 16:00:00,1641818400,TID123487,Bob,23456789012,HomeHeaven,HH_Account,4.780165156121225,home,36.7783,-119.4179,0
70,2024-01-10 19:15:00,1641828900,TID123528,Bob,23456789012,EateriesRUs,ER_Account,8.64060883701653,food_dining,37.7749,-122.4194,1
71,2024-01-10 22:30:00,1641839400,TID123511,Bob,23456789012,GroovyGadgets,GG_Account,86.63499862265385,misc,34.0522,-118.2437,0
72,2024-01-11 08:45:00,1641871500,TID123548,Bob,23456789012,SuperMart,SM_Account,22.62417273855185,grocery,32.7157,-117.1611,1
73,2024-01-11 13:00:00,1641889200,TID123508,Bob,23456789012,GasNGo,GNG_Account,35.85969613678321,gas_transport,33.4484,-112.074,1
74,2024-01-11 16:15:00,1641899700,TID123543,Bob,23456789012,FashionHub,FH_Account,120.19135126178945,shopping,37.7749,-122.4194,1
75,2024-01-11 19:30:00,1641910200,TID123502,Bob,23456789012,HealthBuddy,HB_Account,526.1390839151896,health_fitness,34.0522,-118.2437,1
76,2024-01-11 22:45:00,1641920700,TID123465,Bob,23456789012,EateriesRUs,ER_Account,3.115405485937124,food_dining,32.7157,-117.1611,1
77,2024-01-12 09:00:00,1641952800,TID123519,Bob,23456789012,TravelGalaxy,TG_Account,2320.105703549948,travel,34.0522,-118.2437,1
78,2024-01-12 13:15:00,1641970500,TID123538,Bob,23456789012,PetParadise,PP_Account,539.6636730056692,kids_pets,37.7749,-122.4194,0
79,2024-01-12 16:30:00,1641981000,TID123493,Bob,23456789012,HomeHeaven,HH_Account,4.236399812274639,home,33.4484,-112.074,0
80,2024-01-12 19:45:00,1641991500,TID123483,Bob,23456789012,GroovyGadgets,GG_Account,226.48424087497847,misc,34.0522,-118.2437,0
81,2024-01-12 23:00:00,1642002000,TID123498,Bob,23456789012,SuperMart,SM_Account,19.695156234005395,grocery,37.7749,-122.4194,1
82,2024-01-13 08:15:00,1642034100,TID123503,Bob,23456789012,GasNGo,GNG_Account,37.66500346111594,gas_transport,34.0522,-118.2437,1
83,2024-01-13 12:30:00,1642051800,TID123464,Bob,23456789012,FashionHub,FH_Account,202.39019623191496,shopping,39.7392,-104.9903,1
84,2024-01-13 16:45:00,1642062300,TID123467,Bob,23456789012,HealthBuddy,HB_Account,1041.093112610954,health_fitness,40.7128,-74.006,1
85,2024-01-13 20:00:00,1642072800,TID123472,Bob,23456789012,TravelGalaxy,TG_Account,571.2975507380986,travel,37.7749,-122.4194,1
86,2024-01-13 23:15:00,1642083300,TID123550,Bob,23456789012,PetParadise,PP_Account,310.1885201443953,kids_pets,34.0522,-118.2437,0
87,2024-01-14 08:30:00,1642115400,TID123539,Bob,23456789012,HomeGoods,HG_Account,3.9610904159825,home,41.8781,-87.6298,0
88,2024-01-14 12:45:00,1642133100,TID123474,Bob,23456789012,EateriesRUs,ER_Account,7.213486381463729,food_dining,38.9072,-77.037,1
89,2024-01-14 16:00:00,1642143600,TID123542,Bob,23456789012,GroovyGadgets,GG_Account,244.70468152043253,misc,33.4484,-112.074,0
90,2024-01-14 19:15:00,1642154100,TID123536,Bob,23456789012,SuperMart,SM_Account,22.342017749713357,grocery,41.8781,-87.6298,1
91,2024-01-14 22:30:00,1642164600,TID123523,Bob,23456789012,HealthBuddy,HB_Account,710.2428763021364,health_fitness,34.0522,-118.2437,1
92,2024-01-15 08:45:00,1642196700,TID123468,Bob,23456789012,PetParadise,PP_Account,456.12603360831986,kids_pets,36.7783,-119.4179,0
93,2024-01-15 13:00:00,1642214400,TID123466,Bob,23456789012,HomeHeaven,HH_Account,3.584127814549869,home,39.7392,-104.9903,0
94,2024-01-15 16:15:00,1642224900,TID123473,Bob,23456789012,EateriesRUs,ER_Account,4.815543911536307,food_dining,38.9072,-77.037,1
95,2024-01-15 19:30:00,1642235400,TID123530,Bob,23456789012,GroovyGadgets,GG_Account,306.91684694796487,misc,34.0522,-118.2437,0
96,2024-01-15 22:45:00,1642245900,TID123549,Bob,23456789012,SuperMart,SM_Account,19.489778610226686,grocery,41.8781,-87.6298,1
